id,date,ticker,open_price,high_price,low_price,close_price,volume,daily_return_pct,price_range,moving_avg_7,moving_avg_30,moving_avg_50,fetched_at
14688,2025-07-11,JIOFIN,330.48,330.48,324.49,325.29,14554940,-1.7639,5.99,327.23,306.42,292.35,2026-04-25 22:37:17
14687,2025-07-10,JIOFIN,329.99,332.88,328.49,331.13,13973000,0.5457,4.39,327.36,305.11,291.01,2026-04-25 22:37:17
14686,2025-07-09,JIOFIN,328.49,334.78,328.24,329.34,24522730,0.3041,6.54,327.07,303.66,289.59,2026-04-25 22:37:17
14685,2025-07-08,JIOFIN,328.49,330.19,324.24,328.34,13953330,0.2439,5.94,326.63,302.34,288.15,2026-04-25 22:37:17
14684,2025-07-07,JIOFIN,324.44,329.19,322.55,327.54,13172850,0.954,6.64,325.86,301.1,286.73,2026-04-25 22:37:17
14683,2025-07-04,JIOFIN,325.49,327.09,322.85,324.44,9623498,-0.0308,4.24,323.64,299.55,285.23,2026-04-25 22:37:17
14682,2025-07-03,JIOFIN,327.04,328.24,324.04,324.54,11497040,-0.5051,4.19,320.55,298.12,283.91,2026-04-25 22:37:17
14681,2025-07-02,JIOFIN,329.69,330.43,324.54,326.19,13385180,-0.8799,5.89,317.09,296.44,,2026-04-25 22:37:17
14680,2025-07-01,JIOFIN,327.69,331.38,326.59,329.09,20683380,0.8722,4.79,312.31,294.69,,2026-04-25 22:37:17
14679,2025-06-30,JIOFIN,326.39,331.38,324.69,326.24,36746290,1.0203,6.69,307.26,292.76,,2026-04-25 22:37:17
14678,2025-06-27,JIOFIN,313.61,328.79,312.36,322.95,60666210,3.504,16.42,301.18,291.1,,2026-04-25 22:37:17
14677,2025-06-26,JIOFIN,304.33,312.41,303.63,312.01,37158990,3.0333,8.79,296.15,289.56,,2026-04-25 22:37:17
14676,2025-06-25,JIOFIN,303.23,304.48,301.53,302.83,11854470,0.8311,2.95,292.91,288.27,,2026-04-25 22:37:17
14675,2025-06-24,JIOFIN,297.54,303.93,296.64,300.33,24073040,2.6096,7.29,291.6,287.08,,2026-04-25 22:37:17
14674,2025-06-23,JIOFIN,288.1,295.44,287.0,292.69,13408530,-0.3738,8.44,290.64,285.96,,2026-04-25 22:37:17
14673,2025-06-20,JIOFIN,282.76,294.54,282.56,293.79,21062460,3.5727,11.98,291.05,284.96,,2026-04-25 22:37:17
14672,2025-06-19,JIOFIN,289.05,290.15,282.26,283.66,13910920,-1.4055,7.89,292.24,283.43,,2026-04-25 22:37:17
14671,2025-06-18,JIOFIN,288.55,292.19,286.9,287.7,8400088,-0.5694,5.29,294.91,282.34,,2026-04-25 22:37:17
14670,2025-06-17,JIOFIN,294.54,295.04,288.95,289.35,8857573,-1.4788,6.09,297.21,281.28,,2026-04-25 22:37:17
14669,2025-06-16,JIOFIN,293.04,294.49,287.05,293.69,16256310,0.034,7.44,297.81,279.99,,2026-04-25 22:37:17
14668,2025-06-13,JIOFIN,287.55,294.84,287.35,293.59,16908690,-0.6588,7.49,297.43,278.88,,2026-04-25 22:37:17
14667,2025-06-12,JIOFIN,303.38,303.38,294.54,295.54,16175000,-2.1973,8.84,296.9,277.7,,2026-04-25 22:37:17
14666,2025-06-11,JIOFIN,303.03,306.32,299.23,302.18,17551030,-0.0495,7.09,295.18,276.52,,2026-04-25 22:37:17
14665,2025-06-10,JIOFIN,305.32,306.37,301.63,302.33,15246190,-0.4766,4.74,292.86,275.02,,2026-04-25 22:37:17
14664,2025-06-09,JIOFIN,295.54,305.02,295.19,303.78,26608260,3.4864,9.83,290.56,273.53,,2026-04-25 22:37:17
14663,2025-06-06,JIOFIN,291.55,296.44,290.05,293.54,15858710,0.8576,6.39,288.22,271.82,,2026-04-25 22:37:17
14662,2025-06-05,JIOFIN,291.55,292.54,289.1,291.05,11867060,0.3961,3.44,287.7,270.65,,2026-04-25 22:37:17
14661,2025-06-04,JIOFIN,283.46,291.25,282.06,289.9,13640670,2.2719,9.19,287.69,,,2026-04-25 22:37:17
14660,2025-06-03,JIOFIN,287.3,290.35,282.66,283.46,9276084,-0.8902,7.69,286.46,,,2026-04-25 22:37:17
14659,2025-06-02,JIOFIN,286.5,288.75,282.96,286.0,12638710,-0.0698,5.79,286.15,,,2026-04-25 22:37:17
14658,2025-05-30,JIOFIN,287.55,290.55,285.16,286.2,17881680,-0.4169,5.39,284.46,,,2026-04-25 22:37:17
14657,2025-05-29,JIOFIN,291.3,291.6,285.06,287.4,15854790,-0.861,6.54,282.7,,,2026-04-25 22:37:17
14656,2025-05-28,JIOFIN,295.59,298.78,288.35,289.9,37169000,-0.3603,10.43,280.36,,,2026-04-25 22:37:17
14655,2025-05-27,JIOFIN,279.56,292.44,278.67,290.95,24400390,3.425,13.78,278.47,,,2026-04-25 22:37:17
14654,2025-05-26,JIOFIN,282.31,284.26,280.91,281.31,8653797,0.0,3.34,276.41,,,2026-04-25 22:37:17
14653,2025-05-23,JIOFIN,274.52,283.21,274.12,281.31,13548310,2.6225,9.09,275.26,,,2026-04-25 22:37:17
14652,2025-05-22,JIOFIN,274.02,276.92,270.98,274.12,13207450,0.0729,5.94,273.23,,,2026-04-25 22:37:17
14651,2025-05-21,JIOFIN,271.08,275.07,269.93,273.92,10476510,1.0683,5.14,272.21,,,2026-04-25 22:37:17
14650,2025-05-20,JIOFIN,276.67,277.57,270.43,271.03,12885410,-2.0213,7.14,270.58,,,2026-04-25 22:37:17
14649,2025-05-19,JIOFIN,276.57,278.92,275.32,276.62,10202020,0.0181,3.59,267.28,,,2026-04-25 22:37:17
14648,2025-05-16,JIOFIN,273.67,277.52,272.62,276.57,13449060,1.2057,4.89,263.63,,,2026-04-25 22:37:17
14647,2025-05-15,JIOFIN,267.58,274.17,265.09,273.27,16201350,2.3178,9.09,260.65,,,2026-04-25 22:37:17
14646,2025-05-14,JIOFIN,268.38,269.53,264.79,267.08,13255750,0.0374,4.74,257.44,,,2026-04-25 22:37:17
14645,2025-05-13,JIOFIN,262.79,268.53,261.09,266.98,19305040,1.7117,7.44,256.46,,,2026-04-25 22:37:17
14644,2025-05-12,JIOFIN,258.55,263.09,256.6,262.49,19437050,5.8587,6.49,255.23,,,2026-04-25 22:37:17
14643,2025-05-09,JIOFIN,243.72,249.61,241.62,247.96,25011070,-1.2328,7.99,254.88,,,2026-04-25 22:37:17
14642,2025-05-08,JIOFIN,255.7,257.9,249.01,251.06,14849940,-1.8157,8.89,256.2,,,2026-04-25 22:37:17
14641,2025-05-07,JIOFIN,244.67,256.3,244.67,255.7,19393390,1.9506,11.63,257.12,,,2026-04-25 22:37:17
14640,2025-05-06,JIOFIN,258.85,260.34,250.01,250.81,18568700,-3.6071,10.33,256.69,,,2026-04-25 22:37:17
14639,2025-05-05,JIOFIN,259.2,261.99,258.9,260.19,10986240,0.6955,3.1,257.77,,,2026-04-25 22:37:17
14638,2025-05-02,JIOFIN,262.49,264.79,257.35,258.4,20015940,-0.6221,7.44,,,,2026-04-25 22:37:17
14637,2025-04-30,JIOFIN,255.6,262.89,254.8,260.01,32058330,1.083,8.09,,,,2026-04-25 22:37:17
14636,2025-04-29,JIOFIN,257.7,259.35,255.2,257.23,12494830,-0.1047,4.14,,,,2026-04-25 22:37:17
14635,2025-04-28,JIOFIN,252.0,259.3,251.91,257.5,19380920,1.9166,7.39,,,,2026-04-25 22:37:17
14634,2025-04-25,JIOFIN,258.38,261.21,248.71,252.66,33348710,-2.2142,12.5,,,,2026-04-25 22:37:17
14633,2025-04-24,JIOFIN,257.6,259.4,256.1,258.38,17152000,,3.29,,,,2026-04-25 22:37:17
993,2025-04-23,JIOFIN,251.60764332053552,258.1474329727861,250.99859246341393,257.73809814453125,37568330,,7.14884050937215,,,,2026-04-23 14:31:54.524782
